speaker,line,season,episode,scene_count,line_count
candace,yeah yeah thanks. what are you guys doing?,season_3,60,17,59
phineas,we're talking about what we did yesterday.,season_3,60,17,60
candace,so it's like a confession?,season_3,60,17,61
phineas,sure.,season_3,60,17,62
phineas,good idea can...,season_3,60,17,64
candace,and that goes for you too.,season_3,60,18,66
phineas,that was ironic because ferb doesn't usually talk.,season_3,60,19,68
candace,duh!,season_3,60,19,69
doofenshmirtz,hello perry the platypus! i take it for granted sometimes what a professional you are especially after dealing with that guy they sent instead of you yesterday. so how was debate camp?,season_3,60,21,72
debater,judges he's right. he's changed my entire world-view. and i thought that british kid was persuasive.,season_3,60,22,74
doofenshmirtz,you know if you were flashing back just now i couldn't see it. i'll bet you're wondering what i'm doing here at the beach... at the clam bake. with an oven. and normally i'd be all about telling you and it's a really cool plan too! it involves my latest invention the peach cobbler-inator.,season_3,60,23,76
doofenshmirtz,but i'm getting way ahead of myself. i have to tell you about yesterday for any of this to make any sense! it all started with an establishing shot at my building.,season_3,60,24,78
doofenshmirtz,huh. perry the platypus should be arriving right about... now!,season_3,60,25,81
doofenshmirtz,how completely unexpected! a-ha!,season_3,60,26,83
doofenshmirtz,consider yourself trapped. allow me to explain my diabolical plan. you see my brother roger the mayor is hosting a beauty contest that will...,season_3,60,27,85
doofenshmirtz,hey! but uh i couldn't figure out a way to make them all work together...,season_3,60,28,87
doofenshmirtz,...because i was distracted by a leaky faucet in the kitchen! turns out that was actually the perfect idea. so i ditched the squirrels... you know this isn't really making my evil plan short like i promised. sorry. anyway behold! the a-leaky-faucet-inator. i will disgrace and humiliate roger by dropping one big drop of water and...,season_3,60,29,89
doofenshmirtz,hey where'd you go? oh no! you're getting coffee grounds everywhere! this is so much smoother with perry the platypus. i'm just saying.,season_3,60,30,91
candace,right out here mom!,season_3,60,32,94
linda,all right what's this all about?,season_3,60,32,95
phineas,we're telling ferb the story of what we did yesterday.,season_3,60,32,96
linda,oh i love stories!,season_3,60,32,97
candace,oh oh it's not just stories but full disclosure!,season_3,60,32,98
linda,okay. go ahead.,season_3,60,32,99
buford,well we finally got to the musical part of the story. we all decided it was high time to teach the squirrels how to be squirrels.,season_3,60,33,101
buford,c'mon. c'mon.,season_3,60,35,106
isabella,whooouhh...,season_3,60,35,113
linda,buford you taught the squirrels to dance?,season_3,60,37,124
buford,i'm like an onion.,season_3,60,37,125
baljeet,because you have layers?,season_3,60,37,126
buford,yeah that too.,season_3,60,37,127
doofenshmirtz,anyway after i cleaned up the coffee grounds i loaded the a-leaky-faucet-inator and agent r i guess...,season_3,60,39,130
doofenshmirtz,...onto my rocket skiff and headed off to roger's beauty contest. we arrived just in time for the swimsuit competition.,season_3,60,40,132
roger,oh very nice. twelve meters. we have a new record.,season_3,60,40,133
doofenshmirtz,there he is the big show-off. with his big smile and his keys in his pocket and his lumberjack-like...,season_3,60,40,134
doofenshmirtz,hey! hey no. shoo! shoo! get out of here. go find another symbiotic relationship! anyway now that we've... hey hey! what do you... this actually feels great. oh i see why you like it. anyway and i'm going to power up the inator now. here we go. powering up.,season_3,60,41,136
doofenshmirtz,yup. you know uh this is the time where you escape and try to destroy my inator. oh for pete's sake i... i miss perry the platypus.,season_3,60,42,138
doofenshmirtz,whoa! wait wait wait. watch out there.,season_3,60,43,140
doofenshmirtz,why isn't the water coming off? it's beautiful.,season_3,60,44,142
buford,good job cadets! now back down the tree. no not like that! head first! sheesh it's like i'm talking to myself here.,season_3,60,47,146
candace,let's go mom. you got to see this.,season_3,60,48,148
phineas,wow look at 'em go!,season_3,60,49,150
isabella,they're doing a pyramid! i didn't even teach them that.,season_3,60,49,151
buford,good luck little guys. i'll think of you whenever i get a rabies shot! which is often.,season_3,60,49,152
doofenshmirtz,,season_3,60,51,155
roger,thank you katie bogosian for the whistling belly button performance. you probably should see a doctor. but that concludes our talent competition unless there are any last-minute drop-ins?,season_3,60,51,156
judge 1,it's so beautiful.,season_3,60,52,158
judge 2,that pharmacist is in it to win it dawg! see i'm actually talking to a dog. that's right. talkin' to a dawg.,season_3,60,52,159
doofenshmirtz,king pretty pretty princess. which now that i think of it is a contradiction in terms but it was the first time i ever won anything. so it's gotten me all obsessed about entering contests. but the only thing i'm good at is baking peach cobbler so i i invented... oh yeah. i told you behold the peach-cobbler-inator. what it does is it makes everyone want peach cobbler more than anything else in the world. so whether it's a chili cook-off or a dancing competition or a quiliting bee or whatever the the judges will be compelled to choose peach cobbler as the winner every time.,season_3,60,53,161
doofenshmirtz,plus it's waterproof it's shockproof it's windproof it's...,season_3,60,54,163
doofenshmirtz,huh. but it isn't sandproof. fancy that. i suppose since i planned to take it to the beach maybe i should have considered...,season_3,60,55,165
doofenshmirtz,curse you perry the platypus... and my own poor planning skills! oh no! my cobbler! oh! how can this day get any worse?,season_3,60,56,167
doofenshmirtz,ow! does that mean this thing's been flying around since yesterday?,season_3,60,57,169
candace,so there you have it! are you gonna bust them or what? okay go ahead.,season_3,60,60,173
linda,actually i just love that you kids trained poor abandoned little squirrels and helped them get back to the wild. i am so proud of you!,season_3,60,60,174
candace,no you can't! i want justice! i want... peach cobbler.,season_3,60,60,175
linda,well lucky for you i made peach cobbler.,season_3,60,60,176
candace,peach cobbler.,season_3,60,60,177
linda,i heard you the first time honey.,season_3,60,60,178
phineas,ferb i know what we're gonna do today!,season_3,61,1,1
buford,a quilt?! no way! i mean i know it's been a long summer and you guys are running out of ideas and-,season_3,61,1,2
isabella,that's okay. buford. you don't have to hang with us everyday.,season_3,61,1,3
buford,no no no i mean i mean i don't wanna play alone. i'll turn into a cat-kid.,season_3,61,1,4
phineas,what's a cat-kid?,season_3,61,1,5
buford,it's a kid version of a cat lady.,season_3,61,1,6
buford,quick! somebody say where's perry?.,season_3,61,2,8
baljeet,where's perry?,season_3,61,2,9
buford,you're always there for me.,season_3,61,2,10
doofenshmirtz,oh it's you.,season_3,61,4,14
doofenshimirtz,yeah so no time for traps. it's nothing personal you see today is the annual l.o.v.e.m.u.f.f.i.n. summer stock festival and i got the title role so i have to take over the tri-state area by 3:30 if i wanna make the curtain! uh that doesn't leave me much time for you know the trapping and the fighting. so instead i built this! the trip-to-the-desert-inator! it's going to send you to the desert and i can get on with my day. don't bother running because i installed a perry-track-inator. it's going to follow you no matter where you-,season_3,61,5,16
doofenshmirtz,oh great! now i'm in the middle of nowhere! now i'll never be able to take over the tri-state area before.... the play. wait wait d-don't leave me here! uh perry the platypus please! it's important to me! and if this works out i might give up evil for acting! won't you give me that chance to succeed at something that might very well turn my life away from the evil path? do it for the kids. do it for the orphans.... that i might perform in front of someday if i ever do a show in an orphanage.,season_3,61,6,18
doofenshmirtz,i don't want to be ungrateful or anything but is there any way to speed this up? i gotta be in the make-up chair at 4 o'clock. hey what about this turbo switch? that oughta shave off some time hey right yeah? instead they'll end up using my understudy. ughh i hate that guy!,season_3,61,7,20
rodney,so if doofenshmirtz is late i get to go on?,season_3,61,8,22
man #1,time for this entrance you can have the part.,season_3,61,8,23
doofenshmirtz,i guess it is summer and we're in the desert but i i feel like it's unseasonably warm out here. i feel warm. do you feel warm? why do we always see cow skulls in the desert? and why do you only see the skull? did the body die somewhere else? it makes no sense. oh i'm sorry am i talking too much for you? fine. i'll be quiet. i can shut up. i don’t have to talk all the time. it's not like i have to fill the space.... if you want silence i'll give you silence! you watch!... and it's gonna be deafening! mark my words!,season_3,61,10,26
doofenshmirtz,why do they say mark my words? i mean they just mean listen to my words why don't they just say listen to my words?,season_3,61,11,28
doofenshmirtz,hey look how big the sun is through this magnifying glass. ow! ow! oh!...no really it's huge you should see it.,season_3,61,12,32
doofenshmirtz,i mean he drives a taxi for heavens' sake he can work anywhere. he expects her to just pack up and move to vegas. seriously.,season_3,61,12,35
doofenshmirtz,i was sure my arm would grow back but it never did. see? pure titanium. it's a fact.,season_3,61,12,40
doofenshmirtz,you don't communicate you know that? you don't share. i know nothing about your private life. perry closed off...... closed that's you.,season_3,61,12,43
doofenshmirtz,so i never touched an iguana again. actually that's not entirely true. there was one time back in a—oh! ooh ooh ooh! look perry the platypus look! two tires and an axle! ahh pretty soon we'll be rolling out of here! we're just gotta gotta hop this fence. you are who's been holding my back all these years.,season_3,61,12,49
doofenshmirtz,you're wrong! i can prove it. if you just let me try my junkyard scheme without interfering it will prove to you that you are the source of all my failures!,season_3,61,13,51
doofenshmirtz,a little loose here perry the platypus. ,season_3,61,15,54
doofenshmirtz,okay okay okay just this once i failed and you have nothing to do with it but did you have to let me trip all three bear traps? like c'mon! why not here in the hot sun working on ways to get us back to danville hey! he really.... fine then! i can find the bus station on my own.,season_3,61,16,56
